"","p_val","avg_log2FC","p_val_adj"
"AQP4",4.64579455909719e-06,2.38603721563282,0.00793134681931813
"DDX5",2.389241576591e-06,0.462395341049404,0.00793134681931813
"IL17RD",5.01983975906211e-06,-1.4009359636151,0.00793134681931813
"TNS1",1.04108145825196e-05,-0.39770483462854,0.011473167415916
"MAOB",1.2102497274173e-05,1.92270941680781,0.011473167415916
"GJA1",4.12880255435269e-05,1.33716744477511,0.0272036097701149
"MT3",3.81799625925635e-05,2.9699087718917,0.0272036097701149
"DNAH7",4.5913265434793e-05,1.56246753904119,0.0272036097701149
"TCF12",7.8922829405259e-05,-0.326798205121469,0.0368525849376567
"AIF1L",8.55228764376e-05,-0.944091813938074,0.0368525849376567
"PACSIN2",8.28097336357739e-05,-0.41866284260722,0.0368525849376567
"TRIM62",0.000119834139475109,-1.09932620505341,0.047334485092668
"KIF13B",0.000141223318604702,-0.592425556761965,0.0514921946297145
"S100B",0.000181474944351162,1.69922183945923,0.0614422311588933
"IQGAP1",0.000242189515778793,-0.360181987974453,0.0765318869860987
"PDK4",0.000264348348533112,1.54610170746693,0.0783131982529344
"AFF2",0.000328596976648716,1.65979950183836,0.0916205687832303
"ETS2",0.000440376707349148,0.666693488307467,0.0973203025834536
"AGT",0.000436667198981092,1.83898543306248,0.0973203025834536
"ISYNA1",0.000451697606927422,-0.701266853915557,0.0973203025834536
"ENDOD1",0.000373946956756592,-0.745067887300788,0.0973203025834536
"AVEN",0.00040024072916346,-0.636921987567352,0.0973203025834536
"SOD2",0.000570772570278367,1.00565600236373,0.109647849254431
"FAM160A1",0.000578311441215354,2.09816269219155,0.109647849254431
"ECE1",0.000553405156188091,-0.549551503756838,0.109647849254431
"SRPX",0.000669513875572662,1.50924481017947,0.122057529623631
"BRINP3",0.000707356722121196,1.8296569348406,0.124180402327943
"MICALL1",0.00079474532446363,-0.873119665646294,0.132771782852429
"NT5C",0.000840327739572339,1.4662995138979,0.132771782852429
"RRAGD",0.000830243290830019,1.61963383631324,0.132771782852429
"SORBS3",0.000901268033676689,-0.53686387423219,0.137806789665403
"ADAMTSL2",0.000977133378384326,-1.66379487355625,0.144737881673178
"SNX17",0.00103411746837462,1.62007755130349,0.148536872730173
"GLUL",0.00109143887477103,0.675159992064819,0.152159419600432
"CD74",0.00117866776381479,1.50090285489137,0.155191255568947
"RHOBTB1",0.00114825831528064,-0.548333674257198,0.155191255568947
"PTPRZ1",0.00124431942799819,1.72799052505448,0.157807697102021
"APBB2",0.00131646458679122,-0.269700365936854,0.157807697102021
"PPA1",0.00136500328716938,-0.538802586242159,0.157807697102021
"SLC25A4",0.00127425391956208,0.767836771469534,0.157807697102021
"CYTH2",0.00135615829461133,-1.02361273136372,0.157807697102021
"ANAPC11",0.00148316602201615,1.34062003483161,0.163493184752478
"PI15",0.00146731836737451,2.43121651306517,0.163493184752478
"ARPC1B",0.00155088793198211,-0.583006806861736,0.167072927218073
"LINC00511",0.00168676048801521,2.1281077553783,0.16717751319826
"TUBB2B",0.00169293684251403,1.50946368386035,0.16717751319826
"TRMT1",0.00165404527200316,1.14414426839407,0.16717751319826
"CTDSP1",0.00164027197536751,-0.587888791542736,0.16717751319826
"FKBP2",0.00178592627073138,1.92116790910054,0.172006918884036
"RBM20",0.00181441897556999,-0.738146529914446,0.172006918884036
"PRKG1",0.00200674059571028,-0.405641380221467,0.182119057585582
"CCK",0.00203635233165313,1.47737654115049,0.182119057585582
"C1orf56",0.00198469198619157,1.0490545095852,0.182119057585582
"ATP13A4",0.00213901096494298,1.38189181485665,0.185939092289877
"CEBPD",0.00215752111306819,0.667679169168397,0.185939092289877
"PTBP2",0.00223895778421002,-0.275664616771818,0.189511783877777
"CYHR1",0.00244668448851884,0.782681072605856,0.203461131150514
"PXDC1",0.00273835418760621,-0.595964749881637,0.223789635331956
"CTNNA1",0.00280823796168325,-0.36204897013436,0.225610982006417
"MAP3K14",0.00295245618930851,-0.879077713889992,0.233244038955372
"NAV1",0.00300645474923638,-0.370620751479865,0.233616319858696
"LINC00299",0.0031967587820635,1.48044468162096,0.236759947296578
"FRYL",0.00313433448492221,-0.278889805698988,0.236759947296578
"CTU1",0.00315219235387368,-1.92251067805645,0.236759947296578
"MAMDC2",0.00330377388021844,1.29995933451086,0.237271033215688
"TPCN1",0.00329816399009576,-0.707712598177902,0.237271033215688
"TBC1D12",0.00359338726905247,-0.374124824821897,0.254218741124011
"GPR37L1",0.00372670922215013,2.25646393150627,0.259773554602818
"ZNF850",0.00380896841612915,-3.05746543146025,0.261659569455829
"ZNF704",0.00395263847924085,-0.465586665635701,0.263880371712699
"MRPL41",0.00393536683343133,1.07613248704153,0.263880371712699
"FTL",0.00404278780457431,0.550597216090259,0.266150197134475
"S100A1",0.00425117156422743,1.94831907744685,0.276034975540247
"MRPS7",0.00449549161256938,0.89585916172885,0.287954462751066
"NAMPT",0.00457229177943177,0.551604565196552,0.288968840460088
"MRPL27",0.0047506770059693,1.01021446620304,0.296292223793348
"STXBP5-AS1",0.00504331931764348,0.65157622795178,0.302599159058609
"MED12L",0.00498001636696018,0.933408324870179,0.302599159058609
"SMOX",0.00495597361603257,-0.973216137290323,0.302599159058609
"HSPA1B",0.00513044066756354,1.40371845241283,0.303808588378682
"NCAN",0.00524438648233629,2.17231691414359,0.303808588378682
"PEF1",0.0052557603896734,0.758505070013019,0.303808588378682
"PRR5L",0.00565525561413234,-0.698563273524062,0.304612631943038
"CDC42EP1",0.00540419940652916,-0.88969835172968,0.304612631943038
"GALNT14",0.00548369134632374,1.2787777543905,0.304612631943038
"UBL5",0.00556677503157852,1.0677888130013,0.304612631943038
"MAP3K5",0.00557797873790657,0.685773495489346,0.304612631943038
"LMNA",0.00561720464454491,-0.583745968069409,0.304612631943038
"GMPR",0.0060410619773241,1.57730065991737,0.309199512168497
"ZNF423",0.0060538646168573,-0.645039224309714,0.309199512168497
"HDAC11",0.00589657786787674,-0.788392006106765,0.309199512168497
"SERPINB6",0.00606657270710342,-0.370861190540068,0.309199512168497
"MIRLET7BHG",0.00603986917644119,-0.574042435349918,0.309199512168497
"DYSF",0.00620909228152438,-0.740012557212791,0.313096781004527
"ADAP2",0.00638134479884542,-0.61715157104101,0.318395519437129
"SSNA1",0.00689999727561191,1.25957985645644,0.340687365483338
"PSMB9",0.00707995886289253,0.849441280001361,0.345969123815573
"STMN1",0.0073138903530978,0.77493293441425,0.353753472180445
"GNA14",0.00759647272143676,0.65504047967189,0.354526865487617
"SCN1A",0.00748181265765173,1.22764730018473,0.354526865487617
"ATP6V0B",0.00744501208297015,0.700365722237765,0.354526865487617
"PIH1D1",0.0076290591307462,0.899629367842467,0.354526865487617
"CPXM2",0.00778001042550308,1.7543658608821,0.357745812121432
"RALY",0.00784927520266434,-0.417931059550928,0.357745812121432
"CDH12",0.00796721052247018,1.5697515390797,0.35966264644294
"TFPT",0.00805351638011593,2.80827860700806,0.360128940016505
"TLE4",0.0082064124181124,-0.321911428408357,0.363536400578063
"SYNE3",0.00845329773853118,-0.766546945513785,0.371005845191091
"ADI1",0.00860710604699062,-0.658760435800127,0.374290666630601
"HSPD1",0.00879028764149056,1.03627946154259,0.378781485642412
"XYLT1",0.0091579077210192,-0.607745792996317,0.387575737478848
"ABCC2",0.00909477607358467,-2.77418956656144,0.387575737478848
"TEK",0.00928934998764939,-0.491845245853431,0.389659459658921
"RP2",0.00952684676787721,-0.811509860315212,0.396116260348579
"MRO",0.00963200972887775,1.55523964471952,0.397006314042439
"LY86-AS1",0.00975482719882949,1.83363195601426,0.398602421745274
"OGFRL1",0.00992186973510481,0.544623254808245,0.401962927729887
"GABRB1",0.0100639245324026,0.961674310231724,0.404262731216851
"CD82",0.0101909636640076,-1.20693677542912,0.405925779557948
"BCL2L1",0.0104547778317721,-0.57601755778995,0.412963724354998
"SLC16A9",0.010601992619699,2.01948582717574,0.415317727416307
"SLC25A18",0.0108429064223552,1.20112066483004,0.417085736276493
"SPATA5",0.0109111036494272,-0.461693771902798,0.417085736276493
"UBE2M",0.0108811213654775,0.773810141362187,0.417085736276493
"TIMM8B",0.0110718409374244,1.18631345101819,0.419844208347134
"ADAMTS9",0.012684587532243,0.911610467264988,0.441905690411563
"CNTNAP4",0.0131369269046409,-1.02793726758752,0.441905690411563
"NINJ2",0.0119611361946529,-1.44709477237631,0.441905690411563
"GAB1",0.0131452241558888,-0.324389789275278,0.441905690411563
"GADD45B",0.0125452022821282,0.862440010272411,0.441905690411563
"RAPGEF1",0.0124637497545209,-0.458276883768255,0.441905690411563
"DPP7",0.0120977885610082,0.808412618014661,0.441905690411563
"SNAP23",0.0125101179350258,0.595010323264496,0.441905690411563
"PSRC1",0.013086974957975,1.69841347438637,0.441905690411563
"SERPINE2",0.0132385249026249,1.30110721787097,0.441905690411563
"ATP2B1",0.0131276911374911,0.806373352006064,0.441905690411563
"GPR146",0.0120394228871258,0.794292356798986,0.441905690411563
"CENPP",0.012270884359192,-0.598235779354321,0.441905690411563
"TSPYL2",0.0119793113465572,0.925701808427506,0.441905690411563
"C2orf68",0.0131719922306251,-0.698905195101919,0.441905690411563
"KREMEN1",0.0125214263672098,-0.704429586294054,0.441905690411563
"FGF17",0.0131773004524699,2.79496021532284,0.441905690411563
"CAV1",0.0135976314588008,-0.470465719212694,0.443233085701442
"ADAMTS4",0.013580301217003,1.52777924211022,0.443233085701442
"ENHO",0.0135002199455622,2.26567128582993,0.443233085701442
"PFDN5",0.0137458362021333,0.732477428326199,0.443233085701442
"TMEM196",0.0136902235322977,2.65462637128963,0.443233085701442
"NKD1",0.013878973251978,-0.573151888032237,0.444502251448483
"HTRA1",0.0142854316219735,0.671305565845891,0.447642487165735
"PLEKHB1",0.0143547801791544,0.93045631820036,0.447642487165735
"MTHFD2",0.0142743074966639,1.15556438595386,0.447642487165735
"TLN1",0.0140901551291526,-0.624903095774274,0.447642487165735
"CAMKMT",0.0145851877547453,-0.456503432187198,0.451854836323482
"PHGDH",0.0148524951765746,1.34226668314929,0.4571482281621
"CYYR1",0.0149707173126669,-0.538458976727224,0.457814193948653
"PEBP1",0.0153428385320796,0.568725567615794,0.457978990513979
"OSBPL7",0.0152926129165268,1.03298087891851,0.457978990513979
"SNHG15",0.0152209876311527,0.989390563887272,0.457978990513979
"ARHGDIG",0.0153625863906588,2.21017418103582,0.457978990513979
"ATP1A2",0.0159284112896322,-0.594535694640405,0.459174170173189
"IQGAP2",0.0162427578528244,-1.29685592039836,0.459174170173189
"TAF10",0.0162745275504421,1.08072917806022,0.459174170173189
"ANTXR2",0.0159774588113103,-0.713352748655238,0.459174170173189
"RPL22",0.0159567197841785,0.719871649334004,0.459174170173189
"MAPK8IP1",0.0160335565761054,0.962124258473315,0.459174170173189
"SRBD1",0.0157228161227856,-0.435589611340921,0.459174170173189
"SPSB4",0.0161663806245202,-1.391824081071,0.459174170173189
"POLR2C",0.0157068001052316,1.20541551239365,0.459174170173189
"EBF4",0.0164575867908834,-0.609307730519215,0.461591487507617
"SLCO1C1",0.0169043445890781,-0.900868894814561,0.46433858808531
"ITGA2",0.0171765574243506,-0.73777108554018,0.46433858808531
"ECM1",0.017094348666002,1.44480054064422,0.46433858808531
"LAT",0.0172571533488108,1.85812083942534,0.46433858808531
"CPQ",0.0169709763377802,-0.413922096136151,0.46433858808531
"CDH4",0.0168696953246143,-0.942390866120941,0.46433858808531
"CNTLN",0.017339225757616,-0.320358782762813,0.46433858808531
"IRF2BPL",0.0173314976473201,0.888841776025999,0.46433858808531
"ZNF274",0.0174459125998342,-0.436139190246999,0.464570931029294
"TRAK1",0.0175504970277107,-0.423718455747231,0.464745005091333
"RPS15",0.0179343809979358,0.567486863425832,0.472272032945642
"PPM1H",0.0180871512337106,-0.432165825228787,0.473663518496068
"MARCKS",0.018255799020919,0.669722508446728,0.475453227248111
"STOM",0.018622915690735,0.342530346201296,0.478613807050245
"MOXD1",0.0186800747477416,1.04815077578816,0.478613807050245
"CTSA",0.0185901625470588,0.592631903501907,0.478613807050245
"SHMT2",0.0190135138454057,1.50814837291228,0.479383274612889
"AKR1A1",0.0188491726362166,-0.761087090531981,0.479383274612889
"RANGAP1",0.0189135630103201,0.768611345701029,0.479383274612889
"GUK1",0.0192412734813754,0.617411723548282,0.482558922231319
"NEMP2",0.0196395231893305,-1.09345258072319,0.489954420618034
"SMOC1",0.0197653367601643,1.08844564284604,0.490511498655386
"NTRK3",0.0203692211985595,-0.539696302834081,0.502865148339437
"PREX1",0.0205956086912722,-0.546066587691911,0.50321229482799
"PRIM2",0.0205828468571072,-0.465263710009147,0.50321229482799
"EDNRB",0.0207433229928149,0.984930313155299,0.504222312748423
"LUZP2",0.0210878835146093,1.11876563293057,0.509982489077796
"HLA-DRA",0.0214797635639926,1.54632717966489,0.511800153414307
"KIFC2",0.0213788616203318,1.3243852451407,0.511800153414307
"NEFM",0.0214869684661281,2.59483702550813,0.511800153414307
"VIPR2",0.0216286442949345,-0.916118846211918,0.512598869789947
"TTYH1",0.0219347333602896,0.778431803758291,0.51470611944442
"CDH11",0.0219286949894479,-0.318979412738643,0.51470611944442
"GFAP",0.0225597019902356,1.20071522055176,0.526163336437818
"CTC1",0.02264500435302,-0.563003582246356,0.526163336437818
"ZNF765",0.0227751212248296,-0.720022374842655,0.526605241978986
"EYA4",0.0230884830180698,1.31512469401668,0.531259269444907
"PHLDB1",0.024512124524109,-0.573532223274213,0.532928462433947
"CD99",0.0244668858736598,-0.366838389478895,0.532928462433947
"FAM13C",0.0239262898561366,-0.687262328957793,0.532928462433947
"ELAVL2",0.0243546230638698,1.1116864384051,0.532928462433947
"NOP10",0.0245176797614131,0.76021198484261,0.532928462433947
"FAM43A",0.0243092240868413,-0.555851797666346,0.532928462433947
"TAF3",0.0232755617555079,-0.311249662275049,0.532928462433947
"LRP5",0.0246226441504292,-0.566771871512819,0.532928462433947
"DNAJA4",0.0241391665827213,0.856180232361354,0.532928462433947
"DLG2",0.0245623209548961,-0.3576492782542,0.532928462433947
"GDI1",0.0236711170767692,0.706945333139533,0.532928462433947
"GAA",0.0243363553147828,1.41660463134497,0.532928462433947
"RTCA-AS1",0.0244478722022831,-1.19747625068406,0.532928462433947
"TRIM38",0.0251740985998741,-0.494996386243056,0.537501024159474
"KANK2",0.0249567876149143,-0.611704509309569,0.537501024159474
"EFCAB13",0.0250769403616789,0.405048978240228,0.537501024159474
"RNF220",0.0255354902421602,-0.660520087099999,0.540041552641359
"ADGRE5",0.0254652928528929,-0.681606141203911,0.540041552641359
"FRY",0.0256971248769994,-0.352483968869721,0.540041552641359
"SMIM15",0.0257488166449256,1.12797832830469,0.540041552641359
"GNAS-AS1",0.0260226186114181,-1.25801461645049,0.540513927041113
"PKD2L2",0.0259034676187377,2.34995961957054,0.540513927041113
"DDX39A",0.0261134365595812,0.82603217795046,0.540513927041113
"SRGAP2C",0.0265495660831832,-0.381263832482383,0.5426908790819
"CACNA1C",0.0266777252669583,-0.237359965309904,0.5426908790819
"LAMC3",0.0263597644374868,-0.751732900776195,0.5426908790819
"HLA-F",0.026776866983425,0.715025742410586,0.5426908790819
"SQLE",0.0267910687141697,0.859319032066564,0.5426908790819
"RPLP0",0.0269663637620882,0.377511720836362,0.543917294605524
"PLS3-AS1",0.0272108882115862,-1.30269490708808,0.544217764231725
"CORO6",0.0271658283995309,1.51661691131565,0.544217764231725
"BMPR1B",0.0292647588805085,0.603365456563363,0.54713083001982
"APOE",0.0276186316690019,1.04520057947565,0.54713083001982
"IL27RA",0.0277267995283605,-1.04226468134658,0.54713083001982
"GAB2",0.0289706895373803,-0.483136875599413,0.54713083001982
"C1orf162",0.028414839928334,-1.5907884847317,0.54713083001982
"NDST3",0.0290467315285581,1.39232412822703,0.54713083001982
"FASTK",0.0284698928281233,0.640932103748477,0.54713083001982
"H1FX",0.0282820374924209,0.654742061566302,0.54713083001982
"TTC6",0.0289390618964519,1.93339641347021,0.54713083001982
"CPPED1",0.0293188250685727,-0.581671777683882,0.54713083001982
"NDUFA1",0.0292928294755174,0.518689007796368,0.54713083001982
"HINT1",0.0292871934952885,0.620347582954577,0.54713083001982
"TPM4",0.0283388203228977,-0.424549297079893,0.54713083001982
"MGLL",0.0291018590612168,-0.464895316409025,0.54713083001982
"SCRIB",0.0283594912903074,0.974983218582725,0.54713083001982
"ZNF182",0.029002686530182,1.41943275737994,0.54713083001982
"ARRB1",0.0288875994954153,-0.596941515667582,0.54713083001982
"TACR3",0.029441833993781,-2.52694092058762,0.547271737766752
"TNFAIP6",0.0300458380339225,-1.30010656216004,0.548731443654971
"ZNF600",0.0300584951261469,-1.00880237497298,0.548731443654971
"CABP1",0.0298691825360086,1.92900887349295,0.548731443654971
"DDIT3",0.0297021619384544,0.632991298087109,0.548731443654971
"PPDPF",0.030099193111876,0.926564981266593,0.548731443654971
"CST3",0.0305272021399408,0.754096951810315,0.552902155302531
"PPFIBP2",0.0307396458295896,-0.643076644513001,0.552902155302531
"HECW1",0.0310140560223113,0.952609442648489,0.552902155302531
"TCP11L2",0.03089023701683,-0.464863808372096,0.552902155302531
"SSC5D",0.030601403027324,-0.755469009277913,0.552902155302531
"RNF187",0.031027842470564,0.733703532406367,0.552902155302531
"STK10",0.0317493666205572,-0.613390749585567,0.55682454820006
"LCNL1",0.0315418229984338,1.33275447228765,0.55682454820006
"HBEGF",0.0317061549077303,-1.02805612236655,0.55682454820006
"ROM1",0.0318353275447713,1.64383512132786,0.55682454820006
"CTNS",0.0317655421891078,-0.785086655190819,0.55682454820006
"RPL34-AS1",0.0321344383429147,1.02040808094266,0.559989844652264
"ZNF98",0.0330134616624658,1.27185679353356,0.562891396690964
"MT1M",0.0330095374861596,1.16224723947045,0.562891396690964
"TUBGCP6",0.0329793507984024,1.09066552948052,0.562891396690964
"RBMS2",0.0327168639183155,-0.324596883206586,0.562891396690964
"AFAP1",0.0326767290936275,-0.44426217376533,0.562891396690964
"TSPYL1",0.0329806916428837,0.76470883383284,0.562891396690964
"DUSP10",0.0333455077861344,-1.08028582473229,0.56548149917064
"JAG1",0.0334039704151433,0.489358721817393,0.56548149917064
"CPEB1-AS1",0.0335766496219587,-0.925338247690875,0.566381918889979
"C4orf48",0.033857360476758,1.19362419745432,0.569091803758274
"KAT2B",0.0341660278734655,-0.371654349904405,0.569688548636525
"DDT",0.034109823337306,1.10178984791904,0.569688548636525
"LINC01476",0.0342534253927024,1.08283664257983,0.569688548636525
"NDRG2",0.034616760250121,0.523893517759386,0.571719315629176
"ATP11A",0.0344964498947492,0.424372074201339,0.571719315629176
"ANKRD18A",0.0347720960777584,-1.49533931019515,0.57229074794644
"SIK3",0.0349459512392006,-0.228177123172326,0.57316196842149
"LINC00320",0.0352511124571795,-1.07414091171878,0.576143953037935
"ZNF775",0.0353708629396707,-0.89500745299434,0.576143953037935
"LAMA2",0.0358209950010177,-0.449923380662886,0.577253578283112
"DHFR",0.035926119323527,1.01702393132746,0.577253578283112
"WDR5B",0.0355719715983653,-1.43648058309005,0.577253578283112
"GMEB1",0.0357371474476161,-0.544423778528485,0.577253578283112
"SLC4A4",0.0363570075950826,1.11722731755987,0.579365815681376
"LENG8",0.0364731937915868,0.454980727417899,0.579365815681376
"SLCO3A1",0.0366687225114795,-0.247992045171963,0.579365815681376
"ITGA10",0.0365282347045173,-0.35997993789485,0.579365815681376
"GEMIN6",0.0365580252856988,2.20597112644595,0.579365815681376
"PCDH15",0.0369010336760205,0.945984313090109,0.581099334300124
"ATP1B3",0.0374373744413492,0.596136906234212,0.581923719167523
"NOS1",0.0371373580792105,-0.825097976118003,0.581923719167523
"ZNF488",0.0374444587228047,-1.88211057894019,0.581923719167523
"CDK5RAP3",0.0373807489008889,0.56390939759394,0.581923719167523
"PSTPIP2",0.0378128015633219,-0.826824087068374,0.581924283799175
"CHTF18",0.0377192987114164,1.43762364021541,0.581924283799175
"TUBA1B",0.0377579972363058,0.615476212144234,0.581924283799175
"ZEB1",0.0380801612502958,-0.332237054997135,0.58414227937347
"CNP",0.0387461884714808,-0.507731828914395,0.584659104291812
"ANO3",0.0388787950686117,-0.676888361909669,0.584659104291812
"B3GALT4",0.0389339863349706,-1.03518474765423,0.584659104291812
"MAGT1",0.0389772736194541,-0.38882361153904,0.584659104291812
"ODC1",0.0382532129643257,0.87858304200924,0.584659104291812
"PHYHIP",0.0386549453667822,1.31266836781518,0.584659104291812
"SNAPC4",0.0387247193668002,1.21471972791935,0.584659104291812
"RAP2C-AS1",0.0392454575082125,-0.931576721868671,0.58497946097147
"RASSF1",0.0391727881555512,-0.481637388804529,0.58497946097147
"STON2",0.0397461794593023,1.12161414723022,0.585083511295319
"PDGFRB",0.0396448769603258,-0.368472848733313,0.585083511295319
"SCRG1",0.0395338689435515,0.932056466561279,0.585083511295319
"SEPSECS",0.0396586078412891,0.721543817935861,0.585083511295319
"SORCS1",0.0405309603517732,0.772400306688213,0.592952938479645
"TMEM208",0.0405052259740988,0.628614525892983,0.592952938479645
"CNR1",0.0409073885050827,1.0647656617887,0.592969484752575
"NALCN-AS1",0.0409001911925818,-1.33076632883846,0.592969484752575
"MTA2",0.040889412766047,-0.973001257497879,0.592969484752575
"IRAK3",0.0412820157883778,0.560595796347349,0.595056875386594
"PLD1",0.0415471609684032,-0.631733392765644,0.595056875386594
"ALKBH6",0.041679089162099,1.30931641555725,0.595056875386594
"NCALD",0.0416372396739312,-0.554420637883368,0.595056875386594
"ZC2HC1C",0.0413846656567971,0.972720689673815,0.595056875386594
"LINC01608",0.0426232548319646,-1.23383085377877,0.597032487597972
"LAMA3",0.042544793492911,-0.401776671788962,0.597032487597972
"KLF5",0.0426991589231461,2.43441327061103,0.597032487597972
"ELK3",0.0426014427283797,-0.58901060853979,0.597032487597972
"PLEKHA2",0.0423471282750374,-0.473427108738789,0.597032487597972
"MN1",0.0422624733765518,-0.874133475085574,0.597032487597972
"RAMP2-AS1",0.0424299541524314,-0.800333334732514,0.597032487597972
"KCNMA1",0.0432038256431668,0.73603506814645,0.597754264143742
"GPD2",0.0434702008769399,-0.300656883805339,0.597754264143742
"FOSL2",0.0432383228748604,0.469606177517616,0.597754264143742
"PLCG1-AS1",0.0436279203953449,-0.883688934672711,0.597754264143742
"KLHL29",0.0436090952850408,-0.452330005660009,0.597754264143742
"SLC6A6",0.0436335391126023,-0.759929360901959,0.597754264143742
"LAMC1",0.0436240133438927,-0.499389812259037,0.597754264143742
"RCAN3",0.0438205837271423,-1.13732997197673,0.598586648030705
"HEBP1",0.0440561968106072,-0.69630502506129,0.599478477754084
"KLF13",0.0441388161890665,-0.403394804428983,0.599478477754084
"GATM",0.044292132811647,0.583969635233292,0.599842027220591
"ROMO1",0.0445306619170976,1.18442009833496,0.601354237854823
"LINC00639",0.0451670923639347,-0.844661055966597,0.602667865586421
"ADGRL2",0.044971042987451,0.442159039786841,0.602667865586421
"STEAP1B",0.0453908075979646,0.742333871423,0.602667865586421
"ARHGEF4",0.0450620082728271,1.10241666473509,0.602667865586421
"WASF2",0.0452889910979744,-0.27028456461805,0.602667865586421
"R3HCC1",0.0452648897665399,1.33308673652014,0.602667865586421
"HID1",0.0459806835017349,0.84433351526557,0.608794524576043
"TRABD",0.0465999031809177,-0.697304960415055,0.614382108414003
"TRIO",0.0466619322846078,0.326296961296638,0.614382108414003
"CLU",0.0468901785441768,0.964716807627696,0.615677136563429
"DDX17",0.0471444169858521,0.152147539623914,0.617305349483256
"ADGRV1",0.0511076029972661,0.975586095458116,0.619418655385808
"PDZRN4",0.0495665462743406,-1.14103213301913,0.619418655385808
"SFMBT2",0.0519493200552356,0.48545817007881,0.619418655385808
"RGS20",0.0482585692745126,1.11717667984537,0.619418655385808
"LINC01378",0.0490309118223495,1.58627904774598,0.619418655385808
"PTCHD4",0.048817018589694,-0.549714977806622,0.619418655385808
"F11-AS1",0.0520438195010581,1.6182068610348,0.619418655385808
"PAMR1",0.0515115462443098,-0.605936764030847,0.619418655385808
"FGF1",0.0522716164882539,-0.386300175369476,0.619418655385808
"ADAMTS14",0.048186406572735,-1.60893673139257,0.619418655385808
"ARHGAP29",0.051691283273323,-0.276403066185392,0.619418655385808
"PRR18",0.0521963107797033,1.16207723154317,0.619418655385808
"PROX1",0.0501250604991708,1.04095669669448,0.619418655385808
"SUSD6",0.0482958790641244,0.415966227561765,0.619418655385808
"COL4A3",0.0516034135254199,0.362684808049132,0.619418655385808
"GLIPR2",0.0502457351202951,-0.714020136789701,0.619418655385808
"RPS14",0.0520409555576855,0.485913558181792,0.619418655385808
"HSPH1",0.0519509702645743,1.08763807735848,0.619418655385808
"ARFGAP1",0.0487632284022972,0.769914301176134,0.619418655385808
"PRR5",0.0502726230991982,-0.748050931938559,0.619418655385808
"EPB41L4A",0.0509938787370689,-0.255704382301367,0.619418655385808
"AMH",0.0510594663924473,2.31507629149834,0.619418655385808
"SLC3A2",0.0501400545472521,0.47748426135281,0.619418655385808
"PAQR6",0.0486094411815149,1.28134711400223,0.619418655385808
"TRAF4",0.0492741061113944,1.03416925475793,0.619418655385808
"EMC6",0.0511015213424502,0.848239358745534,0.619418655385808
"WARS2",0.0515338699423644,-0.461672070893395,0.619418655385808
"DNAJB11",0.0487693298722755,0.527144792345741,0.619418655385808
"GTF2F2",0.0479052844563515,-0.37944019773734,0.619418655385808
"NME3",0.0503565632331071,0.424041326951858,0.619418655385808
"RCBTB1",0.0480585261931427,-0.487941296246821,0.619418655385808
"TMEM59L",0.0486076188259698,1.46450033709914,0.619418655385808
"CORO1A",0.0495639700846356,2.07142992537862,0.619418655385808
"CRY1",0.0485326059280988,-0.52796851158531,0.619418655385808
"HHIP-AS1",0.049829732808071,1.55343834864833,0.619418655385808
"SLC12A9",0.0490374207384128,-0.559829518314374,0.619418655385808
"TESC",0.0496272642566661,-0.395370208835654,0.619418655385808
"MTHFS",0.0505219678038628,-0.714473748166609,0.619418655385808
"LINC00924",0.0524561520627599,-0.660653753896902,0.619581516893967
"ADAM23",0.0525467868758175,1.02103567252922,0.619581516893967
"LINC00499",0.0528118858320131,1.13189273422853,0.620448613528334
"PDLIM3",0.0530130144470412,0.951431304928322,0.620448613528334
"CCNE2",0.0529526186355549,1.05896875208701,0.620448613528334
"HPSE2",0.0531732784544525,1.0388634059585,0.620791477522425
"SPON1",0.0536361118826646,0.955771187619702,0.62131760816863
"ADRA1A",0.0538745328736786,1.0953020710616,0.62131760816863
"SLC25A21",0.0537601808768539,-0.614524313097448,0.62131760816863
"RSPO2",0.0542669809666272,1.20437387585219,0.62131760816863
"ADD3",0.0542234816519643,-0.333082313489587,0.62131760816863
"COMMD10",0.053823838827509,-0.22693830692878,0.62131760816863
