"","p_val","avg_log2FC","p_val_adj"
"HNRNPH1",1.96080677341529e-07,0.492746923731531,0.000727655393614413
"NQO1",8.78910701167088e-07,0.862912149404896,0.00106932637047654
"ARRDC3",7.09024769744784e-07,0.859836766788155,0.00106932637047654
"CLK1",1.15260185446138e-06,0.611871716239619,0.00106932637047654
"HSPH1",3.30189460201698e-06,2.84839374671177,0.0020422218113475
"HIST2H2BE",2.91904236297025e-06,0.966758324615746,0.0020422218113475
"GAB2",5.47157784381978e-06,-0.219667528144355,0.0025381281723019
"MAT2A",4.96543869496909e-06,0.442638852630059,0.0025381281723019
"CUEDC1",1.02420978880784e-05,-0.446664181474974,0.00422315836251768
"DNAJB1",1.15439048370289e-05,2.06898786171103,0.00428394308502142
"FADS1",1.28272572605671e-05,-0.61291968954877,0.00432745015399677
"HSPD1",2.41856689596177e-05,1.5352031608266,0.00747941812576177
"CNTNAP4",5.6714183606035e-05,-0.535887281233548,0.01433389244808
"SHC4",5.68498907540511e-05,0.309199596001126,0.01433389244808
"HIST1H2BE",5.79381263059013e-05,0.688082027651257,0.01433389244808
"MRPL41",6.40658907952342e-05,0.897152337689465,0.0148592825463196
"CACYBP",6.91408680220338e-05,1.3003954796596,0.0150930447782216
"HIST2H2BF",7.32898741918995e-05,0.8418411011813,0.0151099290625633
"MT2A",9.92705309860389e-05,1.26637265162929,0.015325184925418
"P4HA1",8.52000503868081e-05,1.1557167604525,0.015325184925418
"EGR1",0.000103241612270399,2.97143828978384,0.015325184925418
"BAG3",0.000101445800078237,2.84449171813201,0.015325184925418
"ACER3",9.87176537515831e-05,-0.264692234374361,0.015325184925418
"FKBP7",8.99330682909612e-05,0.561271702917161,0.015325184925418
"DNAJA4",8.19799413652279e-05,1.57050085850995,0.015325184925418
"PTGES3",0.000107824553972905,1.31288442582905,0.0153898815305174
"DDX17",0.000122598279065312,0.270519813557414,0.0168504523559768
"EDNRA",0.000136217233237934,0.929625172874889,0.0174311087084819
"CEP128",0.000134837910777515,-0.204154104395,0.0174311087084819
"RRAGD",0.000140957159492878,1.00878818708497,0.017436400629269
"NUPR1",0.000164094181327644,1.33552840750125,0.0196436615131254
"C11orf96",0.000200865797618478,1.56752334802118,0.0223021403945815
"TCF12",0.000204561373545693,-0.210405638002972,0.0223021403945815
"RHOBTB1",0.000216350593965221,-0.298558050130975,0.0223021403945815
"ODC1",0.000201682168998334,1.51760318590006,0.0223021403945815
"CHD1",0.000210733360821251,0.251565376659308,0.0223021403945815
"SNAP23",0.000253297549180253,0.649647804613478,0.0254050595948086
"FA2H",0.00026058661559396,-0.249710460014388,0.0254483402755049
"BCAS2",0.000300248312334011,0.749671093816432,0.0285697817197824
"KIF6",0.000317140250058892,-0.350590380141437,0.0286672306811548
"CCNA2",0.000324447234871599,0.595967362319218,0.0286672306811548
"PAN2",0.000316737263934925,0.365589685418875,0.0286672306811548
"SLC2A3",0.000358453957387722,2.9292933367958,0.0309354101364148
"ST6GALNAC3",0.000393413319782988,-0.335405525729401,0.0324377815229892
"SH3BP4",0.000402085138792106,-0.264365877229991,0.0324377815229892
"HSPA4L",0.00038540132479598,2.38242240949848,0.0324377815229892
"RANBP2",0.000421654516745216,0.343896735214753,0.0332927640774786
"IER2",0.000431993800614827,0.84060099089384,0.0333985207100338
"MT3",0.000472812870592373,1.04140859308677,0.035138942975523
"A1BG",0.000473443047366249,0.652088223883518,0.035138942975523
"ZFAND2A",0.000487668943192226,0.934730891990055,0.0354850872193402
"TCTE3",0.000513085092950817,0.430946306996081,0.0366165149988554
"TBC1D14",0.000551949276250409,-0.36645771764025,0.0386468634748163
"SPATA5",0.000591112886625391,-0.213072015797712,0.0406225911530893
"LINC00877",0.000703874223627121,-0.347857092500225,0.0450358145496594
"NKD1",0.000690435081288898,-0.39370881346287,0.0450358145496594
"SH3BGR",0.000692143814296375,0.401116257422029,0.0450358145496594
"PPDPF",0.000679600026890666,0.887534134165336,0.0450358145496594
"SLC7A1",0.000725367422114279,0.768636841255179,0.0456243814146795
"ZNF521",0.000790283882405934,-0.347272238436016,0.048879058126807
"USP3",0.000884205817626855,0.201061866909529,0.0537916031018567
"CRB1",0.000950840139922702,-0.326053426632651,0.0551338712383304
"IFRD1",0.000938147440459847,0.274187476709887,0.0551338712383304
"SCN1B",0.000933596131120728,0.779237487787421,0.0551338712383304
"CRYAB",0.000973560216210283,1.10233965264519,0.0554058203019561
"ALCAM",0.00104039271294175,-0.139507122779811,0.0554058203019561
"L3MBTL4",0.00103865804055537,-0.267227659434786,0.0554058203019561
"JUNB",0.0010031654489933,1.56079787886732,0.0554058203019561
"MYL6",0.00104250640900747,0.547058873849111,0.0554058203019561
"HMGN2",0.0010495173066406,0.535247035750508,0.0554058203019561
"TTC31",0.00106004129383963,-0.340463806981371,0.0554058203019561
"DPF3",0.0010914173128511,-0.202586589543726,0.0562534673332006
"CPM",0.00111119080539273,-0.34431362704365,0.0564880695727727
"SHROOM4",0.00115105879665908,-0.260359473649101,0.0569287136803012
"TFEB",0.00115912779375979,-0.227062457974853,0.0569287136803012
"FANCB",0.00116588042029181,-0.498133680424838,0.0569287136803012
"KIRREL3",0.00119499193617763,-0.306451861942758,0.0575924035734442
"MTSS1",0.00127976958584917,-0.251968426638403,0.0594777198548142
