SKAP1
RNASET2
SPRED1
FMNL2
FLNA
RP11-356I2.4
HELB
MAML3
TNFAIP8
FMN1
KCNQ3
SLC9A9
FAM134B
CLIP4
PTPRE
NAV3
MERTK
TNRC6C
HSH2D
LEF1
TMEM2
ANXA1
ITPR2
P2RX5
EVC2
RBL2
CSF1
FHIT
CHD3
SYNE1
LINC01468
TNS3
WDFY4
MTHFD1L
S100A10
TTC39B
LDLRAD4
ARAP2
CTSB
TCF4
ENTPD1
GML
BTN3A1
RAB31
LRRK1
CSGALNACT1
FRMPD3
LINC00299
RAC2
LAT
TRIO
LY6E
CEP170
NPL
C3
RP11-456D7.1
LYN
NA
KCNMA1
PELI1
PDGFD
KIAA1551
DENND3
PTPN7
HS3ST4
SORL1
ST6GALNAC3
TCF7
LY86
IGSF21
SDCCAG8
CACNA2D2
TRERF1
RASA2
GCNT4
TNIK
EPB41L3
SMCHD1
LGR6
FNBP1
TMEM71
RP11-539L10.2
PZP
MALAT1
BAZ2B
MBNL1
LPAR6
STK17A
FAM179A
TBC1D10C
SAT1
STYK1
DNAJC1
BLNK
ABCC4
CPED1
CTTNBP2
EPS8
CNOT6L
TRAF5
SRGAP2C
CH17-437K3.1
TES
TBC1D12
ETV6
IL26
CTC-505O3.3
CLCF1
CLEC2D
FAM102A
WDR86
RHBDF2
AREG
SEPT9
BNC2
TFEC
C1orf21
SKAP2
BACH2
NA
NEAT1
ALOX5
CYBB
IKZF1
MAP2K6
FOXO1
DLEU1
PTPN4
RASAL2
SYTL3
ABLIM1
SDK1
ITGA2
FAM135A
CHD7
ELMO1
ALPK1
BFSP2-AS1
FAM149A
SLCO3A1
ARHGAP6
P2RY12
RABGAP1L
USP6NL
KIR2DL1
XCL2
AQP3
CLIC3
ZNF80
CCR4
TRGJP1
TRBJ2-3
TRAV4
RP11-275I4.1
AC009133.17
CTD-2616J11.14
JAKMIP2
CHST12
CTNND1
STK4
DTNA
NA
RIN2
CD38
KAT2B
CRIM1
APOBEC3D
IRAK3
LINC01374
HIVEP2
SYNDIG1
RP11-214O1.3
DOK2
CTBP2
UTRN
LTB
EVI5
TXK
TMEM181
FGD2
IL13RA1
DENND1B
BTG1
AKTIP
TESPA1
NEDD9
LRRC63
DLG3
RP11-902B17.1
ZSWIM6
ACSL1
TNFSF14
S100A4
LCP1
KCNAB2
MSR1
RNF157
PTGER4
OXR1
PHC2
MS4A6A
FAM13A
GNB4
FRMD4B
CARMIL2
ZEB2
SOCS6
CIITA
CTD-2377D24.6
MS4A1
ZNF710
CASK
ZHX2
NUP210
SLC2A4RG
MID2
CHKA
GNG2
BHLHE41
KHDRBS3
FOXP2
CPVL
NUGGC
NDC80
RFTN1
BACH1
CTD-2547L24.3
ST8SIA6-AS1
RP1-151B14.6
MAP4K1
PLA2G4A
ITGAL
SPP1
ADARB1
GNB5
RPS6KA2
DIP2B
SH2D3A
GRK3
ITGB7
PCAT1
C1QB
MPP6
TLR1
KLHL5
GLDN
DST
SEMA4D
OPTN
CD86
STK3
ST3GAL6
MTSS1
SORT1
MIR99AHG
MYH9
SLC4A4
ABCA5
TMEM204
PDZD4
IRF4
NCKAP5
ADA
HKDC1
RP11-707A18.1
DISC1
SIPA1L2
LPIN1
CD200R1
PCSK7
DISP1
ZDHHC18
SCIN
NHSL1
CARD11
LRBA
KLF13
RP11-563D10.1
HLA-A
TRPM2
SLC2A5
STK38
LRRK2
OGT
ANK3
SLC11A1
RASSF8
CCSER2
A2M
L3MBTL4
IL18
RBMS1
RP5-1073O3.2
ST6GAL1
SPATA6
GLIS1
ELL2
TNRC6B
ANOS1
FER
YES1
SNX29
LINC00612
IL6ST
KCTD12
CHD9
HCK
PICALM
RUBCNL
CLSTN3
NRIP1
ATXN1
RP1-68D18.4
IQGAP1
TTC22
AC010983.1
RP11-342D11.3
NA
ACTN4
CTD-2313F11.1
RP11-357H14.17
AGFG2
IFITM1
RP1-68D18.2
CTC-523E23.11
LINC00892
RAB19
USP30-AS1
RRAS2
VPS13A
CTTNBP2NL
MCF2L
PHLDA1
ANKRD12
ARHGAP21
CD28
CD74
SPECC1
NA
RP11-296O14.3
MFSD6
CSF2RA
MKNK1
PLCXD2
GAREM1
MSI2
TRAF1
MANBA
ZC3HAV1
STX7
CD69
GFOD1
SWAP70
PTK2
CLEC7A
NA
TTC28
NLRC5
FCHSD2
IFNGR2
TBC1D9
APOL6
H2AFY
ANKRD28
HMOX2
PIK3AP1
ABR
RYR1
MYOF
NEDD4L
ADAM9
CHST15
CCND3
UGGT2
MIR646HG
JAZF1
GNG7
FAM101B
ITGA9
CCDC88A
ADAP2
IL2
RORC
KIR3DL1
LCN10
TRAV5
TRAV6
TRDC
TRAJ29
TRAJ9
AC091633.3
AC002331.1
SIDT1-AS1
RP11-629G13.1
LZTS1-AS1
RP11-677M14.2
RP11-62C7.2
RP11-44F14.2
RP11-533E19.2
RP11-44F14.8
XXbac-BPG181M17.6
SIK3
TXNIP
RAPH1
MS4A7
SFI1
BCL2
TMX4
GSN
FCGR2A
SLC25A37
KCNK13
FAM19A1
ANKS1A
MITF
TIAM1
EHD1
RNF144B
MT-CO1
KATNAL1
EPS8L2
TTC9
MTUS1
RAB27A
ATF6
KYNU
CCL4L2
INPP4A
CCL28
ERAP2
LFNG
TBC1D4
PDCD4
HLA-DOB
HCP5
PADI2
CSF3R
ETV5
MEF2C-AS1
APOE
HIP1R
GALNT2
ZFP36L1
CEP85L
AP1B1
LRP1
FAM214A
TLN2
MYO1B
TENM4
ATF7IP
SPTLC2
DAPK2
MYL12A
ATAD2
MICU3
CCDC50
STIM1
LINC01094
ATP2B4
APOLD1
RNF130
PARK2
GIMAP7
SYT17
WWC2
DMXL2
PRKCB
VSIG4
PSAP
MED13L
ATG16L1
OTUD7B
FNIP2
MIATNB
PPP2R5C
IFNGR1
TGFBR1
OSBPL8
TBC1D14
GCNT1
LINC-PINT
CD47
C1QC
NT5DC1
PPP1R2
TNRC18
AC009495.2
RP11-154H17.1
KIR3DL2
SIRPG-AS1
RP11-377G16.2
LINC00221
DENND5A
ARHGAP26
RNF150
RAB3IP
KIAA0040
DIAPH2
GPR34
AKNA
DLEU7
CHSY3
CH17-189H20.1
NMT2
B2M
RP11-946L16.1
JAK1
PCGF5
SNTG2
RIN3
CPM
BCAR3
FNBP1L
DPYSL2
PSTPIP1
ETV7
XYLT1
KIAA1671
NIN
STARD13
EDARADD
RASSF4
PDGFB
ECE1
STK10
RGL1
IRGM
EML4
KCNIP1
CENPK
PDGFC
PLSCR1
ADAMTS17
ADAM8
TSC22D3
MGAT4A
CPEB4
APBB1IP
CNTLN
ZNF101
SH3TC1
ASAH1
ACER3
ZDHHC20
TLR5
MEGF6
IRS2
ARHGAP31
PGM5
TRAF3IP3
B3GNT5
DSCAM
CD226
HLA-DRB1
MAML2
JAK2
ITGAX
RP11-348F1.3
AXL
NUMB
TCF12
TBC1D16
SOS1
APBA1
STK32B
RP11-452H21.1
BICDL1
TANC2
CTD-2113L7.1
SOCS1
DGKH
C21orf91
LINC01237
SLC25A42
ADORA2A
ID2
SUSD6
GAB1
MARCH3
TAB2
RASGEF1A
CRACR2A
PRDM1
TMSB15B
SLC15A2
GIPR
CCR6
SNCA
LPAR1
SPI1
PBXIP1
MATK
SNX13
HLA-B
WDFY2
LINC01588
OGFRL1
CORO1C
VASH1
SSBP2
JDP2
HLA-DRA
TSPAN32
OSBPL1A
TTC7A
RP11-547D23.1
FAM105A
IRF1
RASGEF1C
AES
TM6SF1
WIPF1
ARHGAP12
RP11-441F2.2
RP11-415F23.3
GLCCI1
VANGL1
RP11-624C23.1
MGST2
SATB1-AS1
MGEA5
NBEA
PPP2R5A
SBF2
RAB37
NFIC
RP11-489O18.1
AC015849.2
BCR
ATG4C
TCAF2
HECTD2
RP11-214O1.2
NA
REL
MOB1B
DDHD1
C9orf72
RB1
WDR63
SIRPA
FMNL3
CAMSAP2
LDLRAP1
APOBEC3G
CMKLR1
ITGAM
RPL13A
SH3RF1
SLF1
CCDC69
HLA-F
FAM129A
KIF2A
ATP6V1B2
LMTK2
RAP1GDS1
ZEB1
USP25
LNPEP
RALGPS2
RP11-431M7.2
P2RY8
AGO2
CACNA1A
MFSD1
MT-ND2
QSER1
MYO1E
PDE4D
GAS6
FCRL3
ESM1
LINC00469
RP11-89F3.2
PPP3CC
VCAM1
TRGV4
FAM155A-IT1
NA
ZFPM1
RP11-724M22.1
RP11-373D23.3
ADIRF-AS1
RP11-1143G9.5
SLC2A9
RPL28
MARCKS
SGK1
LINC01141
SFMBT2
MIR223
TTC7B
ABCA1
C1QA
PYGL
CXCR4
PCED1B
KIFAP3
SYNM
TIMP2
FTH1
RP1-151F17.2
C10orf54
RAB11FIP4
MT-ND5
NAALADL2
CRTC3
ZNF208
LINC01619
CACNB4
GCA
ANKRD36
SIRPB2
PARP15
A2M-AS1
TET3
EDA
IL12RB2
FAM169A
RNF213
STIM2
ITGB5
NF1
HAVCR2
NA
AC093609.1
MIS18BP1
KBTBD12
TMCC3
PLCH2
IRF8
ETS2
RP11-33A14.1
AIG1
OLR1
MPZL1
FAM49A
SH2D1B
CRTAM
HERPUD2
KRT86
TMIGD3
ZSWIM5
CYTH1
FAM168A
NUAK1
NEK7
ARHGEF11
RP11-933H2.4
RP11-403A21.3
ATP2C1
CD163
BCAT1
RGS12
ARF6
APPL2
MIR155HG
TNFSF8
UBXN2B
LINC00623
ATG7
MS4A4A
USP53
DEPTOR
SMPD3
ABTB2
RNF19A
TSHZ1
GBP3
CARMIL1
HIP1
PILRA
KIAA1033
LEPROTL1
MT-ND4
HDAC1
PPARD
FARP1
ZNF618
FCHO2
NA
PLAGL1
ARID5B
AGAP2
DENND1A
DENND2D
KCNQ5
RNF217
NA
HLA-C
DSE
ACRC
KLRG1
OCIAD2
RGS14
NRP2
EVL
HCLS1
OSBPL5
BUB3
AAK1
CACNA1D
PRAM1
MT-CO3
BTN3A2
USP20
KLF7
ADGRG1
SLC5A3
SLC2A13
KLRF1
KMT2A
KLHDC4
CD302
ARHGEF1
LLGL2
NAIP
VWDE
S1PR1
LRMP
HTRA1
IQSEC1
LIMS1
RP11-707P17.1
ATP6V0A1
RP1-30E17.2
AK3
SEPT6
RPL13
MIAT
FKBP15
CCDC26
ZC3H12C
SERPINB6
ABCC1
SSH2
SLC39A8
MYO1G
SYDE2
CX3CR1
HMGB1
GBP2
SEC14L1
FRYL
ELOVL5
TBC1D22A
EPB41
RPS6KA5
ZBTB25
CDK17
RNF125
TMEM51
FAM89B
NAP1L4
MAP4K4
SSH1
LY96
RPS2
MTX3
CALM1
ARID4B
LMO2
EPHA1-AS1
RP13-941N14.1
RAP1B
TSC22D1
CD79B
LAG3
TSEN54
LINC00943
CTD-2503O16.4
S1PR4
CDC42BPB
RP11-763B22.4
RP11-400K9.4
GARNL3
BFSP2
P3H2
ITGAV
PLD1
HCST
SH2B3
FOXP1
ATP11A
WHRN
ZNF516
CPNE1
PCED1B-AS1
ANXA4
CLCN5
CORO2A
SPN
UVRAG
CTD-2023M8.1
CEBPD
RP11-47L3.1
CST3
SNRK
DOCK8
RNF13
SNX24
ABHD12
CTD-2282P23.2
C5orf56
SERPINB9
CD244
RP11-588H23.3
PARD6G
SMAP2
AFM
ETV2
IFNG
TNNC1
GCM2
WNT1
BARHL1
PROZ
ADM2
PRDM14
CPA2
TEPP
IHH
SMCO2
KRT2
S1PR5
IFNL1
KRT73
PNLIPRP1
KIR2DL4
ADH1B
HLA-G
BLACE
KRT81
TRGV9
TRBV23-1
TRBV28
TRBJ2-2P
TRBJ2-6
TRAV8-1
TRAV19
TRAV25
TRAJ45
TRAJ39
TRAJ35
TRAJ31
TRAJ30
TRAJ24
TRAJ14
TRAJ13
TRAJ5
TRAJ3
AC129492.6
RP11-445P17.8
RP1-293L8.2
DBH-AS1
RP11-554I8.1
RP11-278A23.1
USP17L7
RP11-367J7.3
LINC01537
AC020571.3
RP11-330A16.1
AC008063.2
RP11-527D15.1
LINC00384
RP11-313D6.3
TRGV2
RP3-495K2.1
RP3-322G13.7
SLIT1-AS1
AL109767.1
LINC00427
RP11-98G13.1
AC010894.5
AC000370.2
RP11-180K7.1
KIR2DL3
WDR86-AS1
AC010468.2
CTC-573N18.1
CTC-493L21.1
AC005355.2
RP11-586D19.2
RP11-181K12.2
RP11-893F2.13
RP11-1145L24.1
OPCML-IT1
TRAV1-2
RP11-328C8.5
RP11-313P18.2
RP11-326N17.1
RP11-923I11.5
RP11-105C19.2
CTA-254O6.1
RP11-515O17.3
RP11-473M20.11
RP11-769O8.3
RP11-466A19.5
RP11-736G13.1
RP5-1028K7.2
RP11-433M22.1
CTB-66B24.1
AC005330.2
CTC-518P12.6
RP11-542M13.3
AC004257.1
RP3-337H4.9
RP11-589C21.6
RP11-222K16.2
RP6-74O6.6
CTC-1337H24.3
CCL23
PRSS2
TRAJ37
RP11-327L9.1
CPS1-IT1
RP11-361H10.7
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
HNMT
CD14
SUN2
NRP1
FOSL2
SLC11A2
PLCG1
HIF1A
AC074289.1
SYNJ2
SOCS2-AS1
SKIL
FCGR1A
PRNCR1
PAK1
FEZ2
RCAN3
RGS10
CPEB3
TMEM163
RTN4
IL1RAP
VWA8
CCDC91
MIR181A1HG
SACM1L
PEAK1
KANSL1
TMEM116
TLR6
CREG1
PRKACB
FUT8
PTAFR
MAST4
MT-CYB
PPP3CA
KLF8
CARNMT1
ANKRD36C
RICTOR
IL6R
RCBTB2
RASGRP2
ZBTB20
MBOAT1
EVA1C
VSIG1
SAMD10
CTD-2116N20.1
CD8BP
ERICD
NA
SRPX
LINC01393
JMY
ZCCHC18
BEND2
RP11-77K12.4
LINC00402
RP13-126C7.1
RASSF2
FNDC9
AC021188.4
STAB1
PACS1
ZNF544
C11orf63
CASP8
RNF38
FAR2
MNAT1
OBFC1
NA
N4BP2L2
TPD52
WNT2B
LAP3
BIN1
ANKRD44
TBKBP1
PIP5K1B
TLR4
NCOA2
ITPRIPL2
ACVR1C
ARHGEF10L
TAL1
SIGLEC8
FCGRT
KIF16B
MBNL1-AS1
IFFO2
DUSP5
CLASP1
PHTF2
TAS2R43
WNT5A
TMEM244
DYRK2
TLE1
SRGAP3
LAT2
MSN
RP11-480C22.1
RP11-861A13.3
LINC00472
SYNRG
CD163L1
RERE
CCND2
MXI1
EAF2
ARHGAP10
HK2
HPGDS
SLC8A1-AS1
SCARB1
HNRNPLL
SP4
WNK1
AC008697.1
POU2F2
OVCH1
SAMD4A
SUPV3L1
NIPAL3
HEATR5A
SS18L2
MIR34A
CTD-2353F22.1
C16orf54
PLAG1
WASF2
ATP11B
DOCK7
GALM
SYNGAP1
MIR4435-2HG
ARL5A
HOXB4
RP11-75L1.1
WSB1
TRAK1
NKTR
LINC01137
ANXA2
RAB27B
STK38L
KAT6B
OSBPL11
GPATCH2L
ZNF846
EXOC2
ARHGAP15
FCGBP
GCNT2
P2RX7
ITM2B
HLA-E
GPRIN3
ERMP1
TBC1D31
GLMN
BASP1
SLC25A13
PXYLP1
SEPT7
MAF
TANC1
HIVEP3
PTPN18
TARSL2
NCAM1
C9orf84
DDX6
ARID1B
FAM177B
LINC01176
TMLHE
AGO4
RUFY3
SPTLC3
ENTPD1-AS1
PSMB9
NA
MPHOSPH8
RHOQ
MNDA
TMEM238
PSIP1
PTK2B
DARS-AS1
ARHGAP32
CHODL
YWHAZ
CENPC
APMAP
MTMR10
FAM49B
LAIR1
MT-ATP6
SMARCA1
DGKD
CLEC2B
RP11-415F23.4
RP11-348F1.2
ATRN
TRIB2
TET2
EPC1
NT5C1B
KIF5C
ARRB1
VMP1
LOXL3
TYROBP
HSPBAP1
AP000476.1
DEDD2
FCGR3A
ANKRD11
RP11-624L4.1
S100Z
RAVER2
ADGRE2
MS4A14
INPP5A
HOPX
MRC1
TBL1X
ENPP5
TTC16
GK
NELL2
CCDC141
SNHG14
SPNS2
ABCA7
GAS7
TMEM106A
GLCE
SUB1
MILR1
LINC01091
CRYBG3
TNFSF13B
CYBRD1
RP11-282I1.1
SLC7A7
RPS28
LRCH1
SPTAN1
GLS
TBC1D8
TMEM156
GRB2
RP11-756G20.1
GSDMB
HMCES
EIF2AK4
RORA-AS1
MTR
LINC00578
GNPTAB
NCR1
MAN1A2
RFPL2
FAM69A
CABLES1
PTP4A3
CTA-221G9.12
RP11-713M15.1
HIST1H4A
NA
SDK2
KCNK5
RP11-867G23.4
NA
NR3C1
ZIC1
FAM181B
NCR3
AC067945.4
CTB-99A3.1
CTD-2091N23.1
LOXL1-AS1
NA
OFD1
OXCT1
RP11-702B10.2
UBE2W
C1orf162
KLHL8
RP11-147L13.8
NEK6
OSBPL6
FAM114A1
OAS2
SIGIRR
FOXN3
HLA-DMB
ALCAM
SARAF
FBXO32
UBR2
ARHGAP30
SERINC5
NT5C2
LINC01410
SLC16A10
MBP
SMCO4
KIF13B
FTL
NBEAL2
C20orf194
ZCCHC7
MAPK13
LGALS9
RPS29
BTK
NDRG1
ARHGAP11A
CUBN
CTSH
CLN8
CYP4Z1
NA
NFATC3
DMWD
HCG18
ACTR3C
NLRP1
LPAR5
RNF135
APBB1
PDLIM2
MAP4K3
PTPN2
AZIN1-AS1
SOGA1
SLAIN1
C6orf62
PTPRA
SNAP23
LZTS1
MGLL
KCNMB2-AS1
PDK4
PLA2G7
HGH1
SRPK1
ARNTL
FBXW7
RP11-637A17.2
GDPD5
RNPEPL1
RP11-875O11.1
MAP4
KCNQ1
EIF4G3
FCGR1B
FTCDNL1
TAGLN2
ZMAT3
ULK2
TERF2IP
ABCA10
SUMF1
TUBGCP3
ENO4
SLC16A6
IL17RA
CDR2
RP11-142M10.2
LPXN
LARGE1
TCF7L2
CCDC149
LINC00342
BCO2
RPSA
LINC01268
CTSS
ADORA3
MAFB
AC078941.1
DAB2
ZMYM4
ERC2
MEI1
ABL2
APLP2
ESYT2
ERMAP
JADE1
HERPUD1
TPK1
GCLM
ARHGEF40
SENP7
XPO6
NA
ARHGAP20
PACSIN2
RAP1GAP2
RAB39A
WDR76
GBE1
SPIN4
PLCG2
TSPOAP1-AS1
RAC1
HTATSF1
MLXIPL
EML1
SPRED2
DNAJC13
PPARG
TREM2
LRRC8D
MCC
PPARGC1B
DMPK
WDR82
RARG
HLA-DRB5
EZR
UHRF1BP1
RP11-630C16.2
TSNAX
SBK1
LINC00880
RGS3
CTD-2576D5.4
RP11-687F6.5
STEAP3
PARD3B
UGCG
MIOS
PDE9A
ITSN1
FAM228B
SYT6
FBXO3
RP11-557H15.4
STX6
METTL7A
PLXDC1
AC007386.2
ADAMTS6
MAP3K3
USP9Y
GCC2
DOCK5
PLEKHG3
HRH2
SMC4
ITM2C
GOLGA4
PLB1
ATP6V1C1
ZNF124
MACROD2
PTP4A2
PPFIBP2
OLFML2B
CTNNA1
RSBN1
CTD-3020H12.4
CFLAR
HLA-DPA1
ACACB
AKAP13
CDKN1B
MAD2L2
HOXB2
P2RY13
USP28
CCDC122
PKP2
NA
SIGLEC9
SLK
SPIRE1
CYLD
PTPRJ
CPTP
WLS
DAGLB
XRN1
ITGB1BP1
CLEC12A
MMP25
SCNN1G
RP11-448G4.4
RP11-302F12.10
RP4-647J21.1
FAM110B
SOAT2
SLC43A2
PTGS1
PROSER2
RP11-119D9.1
TMEM144
ACBD7
RP11-799B12.2
RP11-277B15.3
LA16c-329F2.2
DDX17
LGMN
TLR7
TEX101
PRKCD
RP11-445H22.3
BATF
SCARB2
MEIKIN
